candidate_id,region,kind,dfs_executions
2d0dfdd3131ad0a6,arcoms.com,RL,14
62034cecf327da5a,arcoms.com,RL,8
567fa0875c63e90a,arcoms.com,RL,6
444084fe8eba356b,astrakhan.ru,SR,1
259480e96e1dc07e,astrakhan.ru,SR,1
696f1016f2975ed9,astrakhan.ru,SR,1
fd18649701e67b6f,astrakhan.ru,SR,1
1e6ab6e75c49f1b9,astrakhan.ru,SR,1
8ec88c5481ebd2b2,531518.com,SR,1
b5d8222315b4ce54,adwz.ru,SR,1
f689e2eac9e46037,bykv.com,SR,3
f5aaf6d86010c23a,bykv.com,SR,3
1762094a6ca9300b,bykv.com,SR,3
487fc0a7659b3d9c,bykv.com,SR,3
0145a8ff5a669686,axph.com,SR,3
0d5b86dd4799704e,axph.com,SR,3
270cac385dc31345,axph.com,SR,3
1ff14b6b2d69acce,axph.com,SR,3
cbadcd28878500a8,caoq.com,SR,3
a657d742e64f2004,caoq.com,SR,3
5ff11753cb6b1a5d,caoq.com,SR,3
39239d5c6415d04c,caoq.com,SR,3
e9834176a9e4964e,aggelosnet.com,SR,2
3bde1f4d09366a76,aggelosnet.com,SR,3
c9e5d5eb5d3b93a0,basf.com,SR,1
6f2231764000caec,basf.com,SR,1
b68445aa713e57cf,ajdu.com,SR,3
3527236ef9fbbc70,ajdu.com,SR,3
c8549889dba97d67,ajdu.com,SR,3
434f98fa697b7c16,ajdu.com,SR,3
3469fa7a78b8186c,aol.com,RB,1
